distance,velocity,density,pressure,gamma,quality,void_fraction,speed_of_sound,enthalpy,total_enthalpy,mach_number,mass_flow,area,area_slope,perimeter,diameter,stress_wall,determinant_D,determinant_N1,determinant_N2,determinant_N3
0.0759799751811634,55.496491606715615,671.1131932992712,10968182.688952392,0.0008637635085413221,0.0019608764670320795,0.00021642883343703134,761.6572744662199,1451583.536126095,1453123.4664164223,0.07286281306196193,14.965793290777436,0.0004018263728386798,-0.006306324865270132,0.07105974636998133,0.022619019779277792,4163.364076054141,-24862411.764923405,829784625003255.5,-21787943681.510895,1209154433648.562
0.07706346339977908,56.46304890321553,671.0291025932256,10931056.756931467,0.0015916413183464306,0.0031428448662811047,0.00026294241630951735,731.7290437401311,1451529.4284707014,1453123.4664164248,0.07716387559883166,14.96565326719441,0.00039499354414439643,-0.0063063248652701865,0.0704422998860333,0.02242248045924771,4317.498998795651,-25272655.979109436,889023857042837.2,-22950711866.910934,1295867166505.0012
0.07915717933875227,58.43315466369768,670.8161772178704,10853436.402213585,0.003194585414430938,0.0056050704437860584,0.0004262474943703051,675.5402093785023,1451416.249634673,1453123.4664166486,0.08649841097905371,14.965364053281773,0.00038178989125763735,-0.006306324865270132,0.06924915581423466,0.022042690905552623,4640.799303639976,-26097594.823159274,1019440709164199.6,-25447101364.535805,1486954409776.713
0.08132095141511705,60.596768957101716,670.5107631425267,10765165.391077446,0.0050638473596806,0.008390774344809783,0.0007240620500847283,622.5052093680861,1451287.4822091497,1453123.4664131699,0.0973433925454445,14.957997949545508,0.0003681444416096809,-0.005982824918324809,0.06801608891266435,0.021650193520456777,5010.34504979899,-26984742.595860872,1119966989546552.4,-26949706292.208008,1633065125650.679
0.08342887414342287,62.778491658508955,670.1156833679657,10672907.1408506,0.007055506860997665,0.011286466774484569,0.0011690009961428357,576.4458953523348,1451152.8969074849,1453123.4664149436,0.10890613007164798,14.957327187398734,0.0003555439840573888,-0.00597300918637767,0.0668300706762019,0.021272672190596517,5398.87681149208,-27855767.47743927,1287050061216508.2,-29921946351.77088,1878454659451.001
0.08486471956275676,64.36201331473103,669.7736529060679,10603961.74995732,0.008499178570746486,0.013440091824769034,0.0015834259339494252,547.9529201862728,1451052.2320360157,1453123.4664149785,0.11745902055390382,14.95707548007125,0.00034696766617748915,-0.00597300918637767,0.06602234221421022,0.021015564235792532,5690.62538587559,-28472975.774414442,1420697072358575.8,-32241490760.594807,2075127257620.1802
0.08633262189492562,66.03334865597213,669.3565482013923,10529356.525931714,0.01004466748062512,0.015760833294630575,0.002113768770029842,521.010050087217,1450943.2648486197,1453123.4664159804,0.1267410266748562,14.952142851580886,0.0003382848898657061,-0.005766515870850525,0.06519631690010015,0.020752632212073227,6007.9302304141975,-29108387.829301976,1520082320052415.2,-33628576016.23582,2220607484883.962
0.08783518457990244,67.81957166694085,668.8457034815926,10447566.619632859,0.011696072105085067,0.0182937714406521,0.0027880060312195603,495.4711175271953,1450823.7192654954,1453123.466416039,0.1368789607866868,14.951851840374095,0.00032962033829583945,-0.0057665158708504706,0.06435009574820585,0.020483271653527438,6357.650624364718,-29768332.127716694,1688852104707092.2,-36416981923.46311,2469784115451.995
0.08851455013627817,68.6617874493105,668.581707366359,10408276.44350963,0.012465489829802383,0.01950642305503722,0.003143928698275871,484.52219678838225,1450766.2458881724,1453123.4664160395,0.14171030327285275,14.951716090304103,0.0003257027660328897,-0.005766515870850525,0.06396748708274279,0.02036148353277096,6526.288736811215,-30072490.774806622,1772896299341080.2,-37780469727.63601,2594074582174.0527
0.08920072363202139,69.43387232746959,668.3129150019281,10371747.047929814,0.013256744445532674,0.020631627733863116,0.003515508974787929,473.9663365436023,1450712.9350810137,1453123.4663942074,0.14649536680983682,14.930154776727191,0.0003217459356795294,-0.003489326641922027,0.06358104428619742,0.020238474970186056,6684.174119289343,-30342978.117189407,1147792847919195.8,-23871307757.122963,1657477335097.81
