distance,velocity,density,pressure,gamma,quality,void_fraction,speed_of_sound,enthalpy,entropy,total_enthalpy,mach_number,mass_flow,area,area_slope,perimeter,diameter,stress_wall,determinant_D,determinant_N1,determinant_N2,determinant_N3
0.08229269470898329,77.5174986353909,703.778895374537,9877693.597435895,8.229269470898325e-08,,0.0,889.9394508865074,1371147.009016431,3297.4169409119672,1374151.490313775,0.0871042390110612,19.766999719374972,0.00036233039425666985,-0.0059730091863777245,0.06746922336963893,0.02147612081169852,8606.052821952566,-38103477.08284831,2738425136169560.0,-49076244704.800285,3804267731934.465
0.08445034162365556,80.40028760249977,703.5696874307995,9713896.329534637,8.445034162365551e-08,,0.0,888.8132257862693,1370919.387191081,3297.425856579336,1374151.4903143633,0.09045802342936043,19.766999718008076,0.00034944274941437294,-0.00597300918637767,0.06625544868300319,0.02108976432934273,9291.828243609945,-39473309.68545701,3164318579602497.5,-54709722189.95247,4398677398725.043
0.08598502845918778,82.55942635856923,703.4076767003462,9587334.763815876,8.598502845918773e-08,,0.0,887.9404997032194,1370743.4608691523,3297.4327430931007,1374151.4903094803,0.09297855699358623,19.761597746045503,0.0003402892929294918,-0.0057665158708504706,0.06539207639853699,0.020814944395740054,9823.315132508666,-40495808.13804003,3396261813852209.0,-57166347379.318275,4719620846651.213
0.08755988422532449,84.84442534188064,703.2311582343364,9449738.740348672,8.755988422532444e-08,,0.0,886.9891037970325,1370552.2020537786,3297.440322523181,1374151.4903095756,0.09565441669878211,19.761597745836397,0.000331207862159764,-0.0057665158708504706,0.06450514084915049,0.020532624041962478,10402.913997063457,-41574548.15958961,3783457220514955.5,-61999669711.938774,5260326348095.848
0.08866213972490847,86.5208567627997,703.0984091023438,9346444.72957986,8.866213972490843e-08,,0.0,886.2731852536556,1370408.5609821163,3297.4459613561935,1374151.4903096007,0.09762323649455446,19.761597745811702,0.0003248516883276808,-0.005766515870850525,0.0638843668023398,0.020335025525776318,10838.888937739795,-42363734.522871494,4087697486613168.5,-65711350393.16959,5685402335057.566
0.0892873065528477,87.3219034788724,703.033544224423,9296140.829461452,8.928730655284765e-08,,0.0,885.9236007986598,1370338.9330167763,3297.449287356133,1374151.490430363,0.0985659524141266,19.7214050989862,0.00032124665389243994,-0.0029900448548325458,0.06353228206168021,0.020222953472049915,11052.885992930524,-42740084.949107476,2248227153830377.8,-35100070969.49038,3065005009299.41
0.08967062686591784,87.52120001691696,703.0163663923396,9283050.191473348,8.96706268659178e-08,,0.0,885.8317525031565,1370321.5102041021,3297.4513605860257,1374151.4904303027,0.09880115469963931,19.62992795481222,0.0003190362312235016,-0.0007796221858941826,0.06331640171265125,0.02015423662272119,11111.493962086128,-42833530.167502135,665039445199771.0,-9273420907.428862,811620926080.1409
0.09005433213099312,87.5344949058213,703.0137434126872,9281384.66901285,9.005433213099308e-08,,0.0,885.818831489708,1370320.346537631,3297.4534473550466,1374151.4904368396,0.09881760445147901,19.584860230271357,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11117.80486230527,-42839576.47542294,96006984179360.12,-22193489.72806052,1942695913.5432808
0.09049639647034825,87.53472392476776,703.0119041029948,9280393.965328451,9.049639647034821e-08,,0.0,885.81035820781,1370320.326490531,3297.455852186412,1374151.4904368236,0.09881880824002762,19.584860230271588,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11117.833864304092,-42839454.10078764,96006991414922.88,-22193988.680603627,1942744671.9460464
0.09491697040541391,87.5370143974642,702.9935092607283,9270486.924377209,9.491697040541387e-08,,0.0,885.7256146901931,1370320.1259920292,3297.4799008696077,1374151.49043684,0.0988308489058236,19.584860230271364,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11118.123920177017,-42838230.22036525,96007063790251.94,-22198979.63622157,1943232400.024947
0.13911575878119414,87.55994750234487,702.8093859904723,9171416.103384534,1.391157587811941e-07,,0.0,884.8771071017616,1370318.1182335191,3297.720424659126,1374151.490436826,0.09895153439908735,19.584860230271595,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11121.02807445406,-42825977.98174225,96007789523374.3,-22249032.672252446,1948124132.76037
0.1462590386511413,87.56365935518447,702.7795936652664,9155401.832644824,1.4625903865114122e-07,,0.0,884.7397674047622,1370317.7932170047,3297.759310192956,1374151.49043684,0.09897109023598881,19.584860230271392,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11121.498128584975,-42823995.18245034,96007907172862.44,-22257148.02582072,1948917327.9508593
0.14827391003544715,87.5647066159711,702.7711885265015,9150884.62492229,1.4827391003544707e-07,,0.0,884.7010182301924,1370317.701514469,3297.770279096371,1374151.4904368396,0.09897660883350248,19.584860230271417,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11121.6307494998,-42823435.77101781,96007940375807.83,-22259438.394806758,1949141192.4775293
0.15028875509804085,87.56575398453329,702.7627827238284,9146367.41563737,1.5028875509804077e-07,,0.0,884.6622649779471,1370317.609801385,3297.781248139748,1374151.490436825,0.09898212849252266,19.58486023027153,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11121.763384070071,-42822876.308538266,96007973586293.23,-22261729.31044327,1949365112.0685337
0.15147105323306287,87.56636863023277,702.7578498925454,9143716.718053395,1.514710532330628e-07,,0.0,884.6395226839231,1370317.5559792959,3297.787684835838,1374151.4904368387,0.09898536792089467,19.584860230271417,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11121.841220349044,-42822547.9923753,96007993077702.95,-22263073.87354124,1949496533.6526353
0.15170217179796092,87.56648878758345,702.7568855793438,9143198.550693253,1.5170217179796086e-07,,0.0,884.6350767795034,1370317.5454575324,3297.7889431084964,1374151.4904368254,0.09898600121800227,19.5848602302715,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11121.856436596858,-42822483.809971035,96007996888254.44,-22263336.735274334,1949522226.6036043
0.15193259750890264,87.5665980430549,701.1186231326984,9142682.083166748,3.514177376222519e-07,7.03370351636388e-06,0.002681738721591554,887.1347972464215,1370317.5358904165,3297.8002648913885,1374151.4904368334,0.09870720697108595,19.53922850565347,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11146.104460111248,-42543087.99099873,95338917330504.39,-18135843.431317747,1588094111.92198
0.15263560984928679,87.5668973490535,701.1015023023524,9141106.642018883,1.7077315307119867e-06,5.868535652603678e-05,0.0027048293541438104,887.0133012537051,1370317.5096811636,3297.8041097231403,1374151.4904368334,0.09872106452663833,19.538818155452883,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11146.342113482575,-42540450.943868734,95333881813692.17,-18116615.681543272,1586415825.6979485
0.1539319115926371,87.56745025634595,701.0699183617822,9138201.49928298,4.19220963845355e-06,0.00015392344051574157,0.0027474267500010798,886.790848065307,1370317.4612646345,3297.811199981016,1374151.4904368334,0.09874645238771917,19.538061315454176,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11146.780771381651,-42535586.356885366,95330007409025.31,-18169318.923557144,1591040931.0302913
0.15444501693201587,87.56766960224586,701.0574115576105,9137051.517433634,5.175858856156286e-06,0.00019161975703971113,0.002764294915285536,886.7027742527625,1370317.4420570494,3297.8140067073073,1374151.4904368334,0.09875650798097527,19.537761703945705,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11146.954593837398,-42533660.1972494,95328546142784.77,-18191359.84337809,1592974988.3805072
0.15461332851766524,87.56774160669725,701.0533083697084,9136674.287078595,5.497738262284382e-06,0.00020398496181037323,0.0027698289867030676,886.6739586627875,1370317.4357517848,3297.814927414862,1374151.4904368336,0.09875979862852867,19.537663417507055,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11147.011633831711,-42533028.280895896,95328067136342.75,-18198595.898812424,1593609943.271873
0.15478163779535334,87.56781400636403,701.0492011265135,9136297.03568629,2.7299618125532036e-05,0.00021635064648159927,0.002775369360384699,884.6003268081114,1370317.429411907,3297.815847908091,1374151.4904368336,0.09899138780824727,19.537565106041157,0.0003182566090376074,0.0,0.06324026011676254,0.02013,11147.068829035527,-42532522.211151026,95337227233276.55,-18358286.087925553,1607594981.6230702
